Account_Created,E,Datetime,Display_Name,Followers_Count,Friends_Count,isVerified,Label,Like_Count,Reply_Count,Retweet_Count,Statuses_Count,Text,Tweet_id,Username
2014-07-07 15:12:03+00:00,E,2021-03-23 08:57:28+00:00,Ranjanieguruge,4884,3396,FALSE,1,11,0,0,26248,"LTTE ත්‍රස්තවාදී සංවිධානයට සමාන ජවිපේ ..
ජවිපේ ළමා හිංසනය
පක්ෂෙ නායකයන්ගෙ දරුවන්ට සුර සැප ලැබෙද්දි ගමේ ගොඩේ ඉන්න ජෙප්පො දරුවොත් අරන් සෙනඟ පෙන්වන්න ඇවිත් 🤣
@anuradisanayake @BimalRathnayake @JVPSriLanka 🤣 https://t.co/jXPjECLk9C",1.37E+18,ranjanieguruge
2020-05-06 06:48:02+00:00,E,2021-03-23 12:45:49+00:00,ஒன்றிய அரசு,611,2131,FALSE,1,15,1,2,20949,@krishna_perera @DCRGunawardena බෞද්ධ ත්‍රස්තවාදී රජය රාජපක්ෂ රජය,1.37E+18,mydeen102
2014-07-07 15:12:03+00:00,E,2021-03-23 15:04:34+00:00,Ranjanieguruge,4884,3396,FALSE,-1,15,3,3,26248,"අන්තවාදී  මිනීමරු බෝම්බකරු සහරාන්ගේ මතයම තමා ඔය ජවිපෙ පක්ෂයේ  තියෙන්නේ.🤏🥴
සිංහල  බෞද්ධ  ජනතාවටමයි මුන් හැමදාමත් අරින්න බැලුවේ.🖐️🤣
උන්දෙගොල්ලගේ වැඩි වෙනසක් නෑ.3% එවුන් අන්තවාදී ත්‍රස්තවාදීන් 🥴
@anuradisanayake @ReAdSarath @PresRajapaksa @GotabayaR @sajithpremadasa @BimalRebba https://t.co/VbIYcNySpT",1.37E+18,ranjanieguruge
2015-11-02 06:38:04+00:00,E,2021-03-24 02:18:12+00:00,SLBC News,110,211,FALSE,0,0,0,0,8337,පාස්කු ඉරිදා ප්‍රහාර විමර්ශන කොමිෂන් වාර්තාව අධ්‍යනය කළ කමිටුව තම වාර්තාව එළිදැක්වීම ඉදිරි සති දෙක තුළ - SLBC News ( Sinhala ) https://t.co/FXFOh7ZE8v via @SLBCnewslk https://t.co/kpmu7J0PAK,1.37E+18,SLBCnewslk
2017-02-05 18:41:54+00:00,E,2021-03-24 03:43:23+00:00,Colombo Today,121,94,FALSE,0,0,0,0,5571,පාස්කු ප්‍රහාරය : අමාත්‍ය මණ්ඩල අනු කමිටු වාර්තාව ලබන 31 වැනිදා ජනපතිට. https://t.co/GcJPXAoTQB,1.37E+18,ColomboToday1
2020-11-27 14:21:29+00:00,E,2021-03-24 04:03:31+00:00,K'at දෙයියෝ 🤤🇺🇳,286,752,FALSE,-1,0,0,0,17700,"මළමිනී, අලුත්ගම සිද්ධිය හැර ඔවුන්ගේ ත්‍රස්තවාදී ක්‍රියාවන් මෙන් ලංකාවේ සියදිවි නසාගැනීමට තැත් කළ මානව හිමිකම් කඩවීමක් සිදු වූයේ ද?
#UNHRC #IslamicState

මේ අනුව තමන්ගේ නම පිරිසිදු කිරිමේ වෑයමක වුවමනාවක් ඇති බව නං පේනවා. තවම විමර්ශන අවසන් නෑ. https://t.co/Dpo8yVNAIL",1.37E+18,KMeeeaaow
2020-03-31 17:58:39+00:00,E,2021-03-24 04:52:05+00:00,noizenews,1019,28,FALSE,0,0,0,0,6015,එල්. ටී. ටී. ඊ. සංවිධානය ත‍්‍රස්තවාදී සංවිධානයක් නොවේ යැයි කියූ විග්නේශ්වරන්ට වැඩ වරදී https://t.co/TjA0OQoQ74,1.37E+18,NoizeNews
2019-11-30 15:34:09+00:00,E,2021-03-25 07:44:09+00:00,චාතූර්යා කැප්පෙටිපොළ☸️,2532,830,FALSE,-1,1,0,0,7139,"@Neetwit @nirowa74 කැත අරමුණු යන්නේ අදහස ඔබ වටහා දෙන්නේ නම් අපට එයට නොබියව පිළිතුරු දීමේ හැකියාව ඇත.
අප ඉදිරිපත් කරන තර්කය නම් භාවනා යෝගීන් පුහුණු කළ බල්ලන් හා තාක්ෂණික මෙවලම් රැගෙන කරන්නට යන භාවනාව කුමක්ද යන්නයි.
සහරාන් බෝම්බ පුපුරවන්නට පෙර ඔහු කදවුරු බදිද්දී ඔහු බෝම්බ කරුවකු බව සැක කළා නම් නේද?🤦🏻‍♂️",1.37E+18,proud_Buddhist1
2015-04-03 12:24:14+00:00,E,2021-03-25 07:44:35+00:00,Oshada Basnayake,30,231,FALSE,0,1,0,0,106,"@GotabayaR  @Sri_Lanka_Army @PresRajapaksa  
මාස කිහිපයකට පෙර මිය ගිය සුදු හිමි නමකගේ අභිරහස් ඝාතනය ද මීට සම්බන්ධ විය හැකී. රාජ්‍ය බුද්ධි අංශ හා හමුදාව යොදවා මොඋන් ගැන සොයා බැලීම වටී. මෙය සාමන්‍ය යුද්ද තත්ත්වයක් නොව බුද්ධිමය යුද්ද තත්ත්වයකි.දැන්වත් මේ පිලිබඳ සොයාබලා කටයුතු කරන්න https://t.co/hNNIjlEkhG",1.37E+18,OshadaBasnayake
2013-04-22 11:24:18+00:00,E,2021-03-25 09:03:33+00:00,Asian Mirror Sinhala,748,43,FALSE,0,1,0,0,21797,"පාස්කු ප්‍රහාරය ගැන විපක්ෂයේ ප්‍රකාශය පහත්, දුෂ්ට, භයානක පිළිවෙතක් - ගෙවිඳු කුමාරතුංග https://t.co/DdoNeYigQA https://t.co/PbZ4qHJxlB",1.38E+18,asianmirrorsin
2021-03-16 17:42:01+00:00,E,2021-03-25 11:21:27+00:00,Colombo Guardian,47,0,FALSE,0,0,0,0,2485,මිලියන 50ක් ඉල්ලා ජාතික බුද්ධි ප්‍රධානියාගෙන් නලීන් බණ්ඩාරට එන්තරවාසියක් https://t.co/TzMVhJPKs0 via @ColomboGuardian,1.38E+18,colomboguardian
2019-11-30 15:34:09+00:00,E,2021-03-25 11:26:03+00:00,චාතූර්යා කැප්පෙටිපොළ☸️,2532,830,FALSE,-1,5,0,0,7139,"හාකෝ අයියේ එහෙනම් මේ භාවනා කරන ඉතාම සිල්වත් හාමුදුරුවරු කියලා අපි සුභවාදීව හිතමුකෝ
පිටින් එන පුද්ගලයන්ගේ ක්‍රියාකාරකම් පිළිබදව එදා සැළකිළිමත් වුණා නම් සහරාන් බෝම්බ පුපුරවලා මිනිස්සු මරන්නේ නෑ
එදා නුවරඑළියේ මිනිස්සු සැක කරලා පොලිසියට කියපු වෙලාවේ ඌව ඇල්ලුවා නම් ඒ විනාසේ වෙන්නේ නෑ https://t.co/OT3omDjDGY",1.38E+18,proud_Buddhist1
2020-03-31 17:58:39+00:00,E,2021-03-25 13:57:35+00:00,noizenews,1019,28,FALSE,0,3,0,0,6015,බොරු චෝදනාවක් කලාට මිලියන 50ක් ගෙවන්න – ජාතික බුද්ධි ප්‍රධානියාගෙන් නලීන් බණ්ඩාරට එන්තරවාසියක් https://t.co/DXkZCYufB0,1.38E+18,NoizeNews
2015-05-09 12:09:55+00:00,E,2021-03-25 16:26:34+00:00,Truth First - Lanka,5181,839,FALSE,0,0,1,0,233821,මුස්ලිම් ඒගොල්ලන්ගෙම තර්ජනය. දැන් සහරාන් එතකොට බෝම්බ පුපුරුවලා 2009 දී මේ රටින් පිට කෙරු ත්‍රස්තවාදය නැවත වැපුරුවේ බුර්කා තහනම් කරලා තිබුණු කාලෙකද ? ඔය මගුල් නොවෙයි මේ රටේ කොන්ද පන නැති ගොබ්බ නායකයෝ ඉන්නකොට ගැනියෙක් දීලා හරි උන්ගේ වැඩේ කොරගන්නවා ඔය හැම එකාම. අපේ ඉතිහාසයම ඒවාට,1.38E+18,ApiWenuwen
2013-02-28 17:40:45+00:00,E,2021-03-26 00:38:44+00:00,Sapumal Jayathilaka,669,1599,FALSE,-1,0,1,1,24659,"ශාක භක්ෂක ජනාධිපති ගේ පරිසර විනාශය සැඟවීමට ""ගලේ පැහැරූ බළල් න්‍යායේ"" බුද්ධි අංශ ක්‍රියාන්විතයක්..!
ලංකා ඊ නිව්ස් අභ්‍යන්තර තොරතුරු සේවයේ වාර්තාවකි
https://t.co/4t9NezktA2",1.38E+18,Sapumal_Jaya
2013-02-28 17:40:45+00:00,E,2021-03-26 00:41:40+00:00,Sapumal Jayathilaka,669,1599,FALSE,-1,0,0,1,24659,"මාධ්‍යයන් ඔස්සේ අසත්‍ය තොරතුරු පතුරුවා හැරීමේ ගෝනි සෙල්ලමක් ක්‍රියාත්මක කිරීම මෙම බුද්ධි අංශ ක්‍රියාවලියේ මුල් පියවරයි.

LeN https://t.co/UEIgmhBRzQ",1.38E+18,Sapumal_Jaya
2011-08-09 03:29:46+00:00,E,2021-03-26 02:56:45+00:00,Hiru News,119921,54,FALSE,-1,13,0,1,59969,"ලොවම කම්පා කරවූ පාස්කු ත්‍රස්ත ප්‍රහාරය සාධාරණීකරණය කළ පුද්ගලයාට සිදුවූ දේ
වැඩි විස්තර &gt;&gt;&gt; https://t.co/R2AOpqjR6y

#HiruNews #lka #SriLanka https://t.co/HZJpKMiRf1",1.38E+18,hirunews
2013-04-22 11:24:18+00:00,E,2021-03-26 06:08:03+00:00,Asian Mirror Sinhala,748,43,FALSE,1,1,0,0,21797,"""මම පත් කරපු මගේ ඇමති මට ඔක්කොම පැටෙව්වා"" - හිටපු ජනපතිගෙන් පාස්කු ප්‍රහාරය ගැන මතභේදාත්මක ප්‍රකාශයක් https://t.co/jgMbmvkZWf https://t.co/rlTA8EUFlQ",1.38E+18,asianmirrorsin
2011-12-25 04:37:23+00:00,E,2021-03-26 08:17:52+00:00,Lankatruth.com,288,246,FALSE,-1,0,0,0,3541,මම ම්ලේච්ඡයෙක් නෙමෙයි... පාස්කු ප්‍රහාරය ගැන මෛත්‍රී කතා කරයි - https://t.co/hVXmxt3Nx0,1.38E+18,Lankatruth
2018-10-24 15:00:36+00:00,E,2021-03-26 08:56:10+00:00,Colombo Times,829,191,FALSE,0,1,0,0,23223,"පාස්කු ප්‍රහාරය ගැන එල්ලවී ඇති චෝදනා හිටපු ජනපති තරයේ ප්‍රතික්ෂේප කරයි 🔊
https://t.co/p0NcmjxW1k",1.38E+18,colombo_times
2010-09-01 08:53:49+00:00,E,2021-03-26 09:16:32+00:00,Parthiban Shanmuganathan,2137,432,FALSE,1,1,0,0,12395,"2019 අපේ‍්‍රල් මාසයේ පාස්කු ඉරිදා ප‍්‍රහාරයට පෙර තමාට කිසිදු තොරතුරක් ඒ ගැන ලැබී නොමැති බව හිටපු ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතා අද පාර්ලිමේන්තුවට පැවසීය. via @colombogazette 

#SriLanka #lka #easterattack",1.38E+18,thisisparthiban
2020-06-18 12:40:56+00:00,E,2021-03-26 10:44:41+00:00,NewsNow,5,93,FALSE,-1,0,0,0,1948,පාස්කු ප්‍රහාරය ගැන හිටපු ජනපති මැති සභාවේදී කතා කරයි  &gt;&gt;&gt; https://t.co/itg7BO5a5Q,1.38E+18,NewsNowMedia
2010-11-08 22:01:40+00:00,E,2021-03-26 11:12:03+00:00,Srilankamirror,14856,492,FALSE,1,0,0,0,149384,පාස්කු ප්‍රහාරය දැන සිටියා නම් මඟ හරින්නේ නෑ - මෛත්‍රී https://t.co/ubY4kqnPeo,1.38E+18,SriLankaMirror
2015-05-18 10:51:45+00:00,E,2021-03-26 14:08:27+00:00,ITN News,2007,3,FALSE,-1,1,0,0,61737,පාස්කු ප්‍රහාරය ගැන මෛත්‍රී පාර්ලිමේන්තුවේදී කට අරියි - Read More &gt;&gt;&gt; https://t.co/CYvFlxPxax #LKA #SriLanka https://t.co/M7fWJM1QYI,1.38E+18,itnnewslk
2010-05-27 06:26:30+00:00,E,2021-03-26 15:06:32+00:00,editor@lankanewsweb.com,2263,351,FALSE,0,0,0,0,80853,පාස්කු ප්‍රහාරය පිටුපස දේශපාලනය ගැන අනුර පාර්ලිමේන්තුවේදී පැහැදිලි කරයි (Video) https://t.co/qdlyB5sdQz #LNW,1.38E+18,lnwsrilanka
2011-01-22 13:31:14+00:00,E,2021-03-26 21:41:24+00:00,Lionel Bopage,1827,2158,FALSE,1,0,0,0,66264,"පාස්කු ප්‍රහාරය ගැන පාර්ලිමේන්තු මන්ත්‍රී හරින් ප්‍රනාන්දු කල ආන්දෝලනාත්මක කතාව
https://t.co/f8N2Ln0ZcM",1.38E+18,Leonine111
2010-05-23 12:41:21+00:00,E,2021-03-27 00:19:00+00:00,Dinamina Newspaper,1594,56,FALSE,1,1,0,0,64147,පාස්කු ඉරිදා ප්‍රහාර ගැන කලින් දැන ගෙන වසන් කළේ නෑ https://t.co/AIti4wMeqR,1.38E+18,Dinaminanews
2021-02-04 06:36:52+00:00,E,2021-03-27 04:40:59+00:00,අපේ Media Social Media,21,12,FALSE,1,0,0,0,1373,රටපුරා කුඩු බෙදූ හිටපු බුද්ධි සාමාජිකයා අත්අඩංගුවට https://t.co/parBRW8SYg,1.38E+18,MediaSocialMed1
2021-01-19 13:17:23+00:00,E,2021-03-27 04:58:03+00:00,ගමරාළ,116,376,FALSE,0,5,1,0,1070,"@proud_Buddhist1 මුස්ලිම් ජාතිකයන් වර්ග දෙකක් ඉන්නවා

මානවවාදී මුස්ලිම් ජනතාව
අන්තවාදී මුස්ලිම් ජනතාව

අන්තවාදී මුස්ලිම් මහ මොළකරුවන් නිශ්ශබ්දව ඔවුන්ගේ ඉලක්ක කරා යනවා

රටේ ජනාධිපති දැනගන්න ඕන, රටේ ජාතික ආරක්ෂාව,
මහජන ජීවිත වලට බලපෑමක් ඇති කල හැකි තීරණාත්මක තනතුරු වලට සිංහල අයව පත් කරන්න

1/2",1.38E+18,C27717840
2021-02-11 05:42:48+00:00,E,2021-03-27 15:33:26+00:00,ශ්‍රිමත් අතිගරු හොරබල් සොත්ති,891,4180,FALSE,-1,1,0,0,4203,"පලවෙනි කොටස

රටේ දැවෙන ප්‍රශ්න වලට පිළිතුරු සපයන්න නොහැකි වූ විට කෝකටත් තෛලය වන්නේ බලයේ නොසිටි ජේ.වි.පි එක වේ

 ආර්ථිකය විරැකියාව දිළිදුකම දුෂණය හොරකම බැදුම්කර වංචාව පාස්කු ප්‍රහාරය සිනි බදු වංචාව විෂ පොල් තෙල් මෙකි නොකි ප්‍රශ්ණවලට JVP එක බයිට්  එකට ගනිමු 

මුව හමට තඩි  බාති? https://t.co/70ATjdiOv4 https://t.co/f6zesYrTSv",1.38E+18,DjE6sRhJXFJIrCR
2009-08-17 12:16:33+00:00,E,2021-03-28 02:30:08+00:00,Binesh Amarasekara,1165,517,FALSE,-1,19,1,6,24776,හිතන්න මොළ ගෙනියන නැවක් අර සූවස් ඇලේ හිර උනා නම් දවසකට කොච්චර බුද්ධි නාස්තියක් වෙයිද කියලා!,1.38E+18,aeonized
2019-11-17 12:42:41+00:00,E,2021-03-28 06:19:26+00:00,S H E N U✨,590,52,FALSE,-1,7,4,0,5565,ඉන්දුනීසියාවෙත් සහරාන් ද?😐,1.38E+18,bodaraga1
2019-11-17 12:42:41+00:00,E,2021-03-28 06:21:30+00:00,S H E N U✨,590,52,FALSE,-1,3,0,0,5565,"2021 අපිට නැති කරන්නේ කවුරැ වෙයිද?
2019 සහරාන්
2020 කොරෝනා
2021 ?",1.38E+18,bodaraga1
2020-09-12 04:09:51+00:00,E,2021-03-29 05:35:50+00:00,Dhivaina (දිවයිණ),8,41,FALSE,0,0,0,0,8056,"පාස්කු සැමරුමට විශේෂ පොලිස් ආරක්ෂාවක් දෙවසරකට පසු කිතුනු බැතිමතුන් මහා සිකුරාදා දිනය හා පාස්කු ඉරිදා දිනය සැමරීමට සූදානම් වන බැවින් දේව මෙහෙයන් සහ බැතිමතුන්ගේ ආරක්ෂාව සඳහා විශේෂ ආරක්ෂක වැඩපිළිවෙළක් යෙ...
https://t.co/5PDB11IaNh",1.38E+18,dhivaina
2013-04-19 12:58:59+00:00,E,2021-03-29 08:15:55+00:00,Sachith Gunathunga,291,534,FALSE,-1,3,0,1,702,"ඇයි මගේ රටේ මිනිස්සුන්‍ට වස කන්න දෙන්නේ

ලංකාවේ ප්‍රමිති ආයතන නිදිද?

මිනිස් ජීවිත වල වටිනාකමක් දන්නෙ නැති උන් රජ කරන අසිරිමත් වූ ශ්‍රී ලංකාව 

1- වස අඩංගු ආහාර
2- පාස්කු ප්‍රහාරය

රටක් විදිහට ඉස්සරහට ‍යන්නේ කොහොමද මූලික සංකල්ප ටික වත් දියුනු කරන්නෙ නැත්තම්.
@GotabayaR",1.38E+18,lahirusachith1
2021-01-28 02:36:23+00:00,E,2021-03-29 14:33:15+00:00,🇩‌ 🇪‌ 🇻‌ 👑️,782,223,FALSE,-1,2,0,0,8069,@nipuna__d මුස්ලිම් අන්තවාදී හැත්ත 💔,1.38E+18,HemalDevinda
2017-09-21 04:39:40+00:00,E,2021-03-31 07:37:39+00:00,Newsi,584,46,FALSE,0,0,0,0,15283,@newsi_lk: පෙම් පලහිලව්වකට වසබී වැවට පැන්න තරුණියව බුද්ධි අංශ නිලධාරීන් දෙදෙනෙක් බේරාගනියි https://t.co/epyIUVEp34,1.38E+18,newsi_lk
2015-05-04 16:54:28+00:00,E,2021-03-31 11:37:00+00:00,Ashanthi,1625,473,FALSE,0,0,0,0,10075,පල්ලි සහ හෝටල් ඇතුළු ප්‍රධාන ස්ථානවල විශේෂ ආරක්ෂක සැලැස්මක් අප්‍රේල් 1 සිට 5 දක්වා ක්‍රියාත්මක කිරීමට නියමිතය. පාස්කු ඉරිදා දිනය නිමිත්තෙන් විශේෂ ආරක්ෂක සැලැස්ම ක්‍රියාත්මක කරන බව හමුදා ප්‍රකාශක බ්‍රිගේඩියර් නිලන්ත ප්‍රේමරත්න කොළඹ ගැසට් පත්‍රයට පැවසීය. https://t.co/hH9YRukMdc,1.38E+18,AshWarunasuriya
2014-07-27 17:36:11+00:00,E,2021-04-01 03:37:44+00:00,Farhan Mohomad,469,486,FALSE,0,1,0,0,4875,"@Mr6feet බුද්ධි අංශයක් නැති වෙන්න බෑ 
ලක්ෂ ගානක් ඉන්නවා නේ?",1.38E+18,farhanMohomadd
2020-03-31 17:58:39+00:00,E,2021-04-01 04:17:40+00:00,noizenews,1019,28,FALSE,0,1,1,0,6015,ජාතික බුද්ධි ප්‍රධානියා ගැන බොරු කී නලින් බන්ඩාර අද CIDයට! https://t.co/9gF3HqwjSY,1.38E+18,NoizeNews
2019-07-13 13:23:46+00:00,E,2021-04-01 10:05:25+00:00,Hapugoda P.,390,269,FALSE,1,1,0,0,9677,"@KaviSenu මේක අරගෙන, 
පොල් තෙල් ගැන, 
සීනි ගැන, 
කැලෑ කැපීම ගැන, 
අනික් බඩුවල මිල ගැන, 
සිංහරාජය ගැන, 
පාස්කු ප්‍රහාරය ගැන, 
කතා නොකර, 
වෙන දෙයක් බලාගෙන සිටීම 
යහපති. !",1.38E+18,HapugodaP
2019-04-26 15:12:42+00:00,E,2021-04-01 13:50:05+00:00,Himalaka,1248,828,FALSE,-1,1,0,0,9399,අන්තවාදි පාඩම්  පුහුණු කරපු අය  ගැන තවම විමර්ශණය ...මාාාර දිග විමර්ශණයක් වෙන්න ඇති...සහරාන් කන්‍යාවියෝ 72ක් එක්ක ඉදලා ලමයි පවා හම්බවෙලාලු...ලංකාවෙ තවම විමර්ශණ.@GotabayaR,1.38E+18,Himalakafernan1
2019-11-30 15:34:09+00:00,E,2021-04-01 17:25:36+00:00,චාතූර්යා කැප්පෙටිපොළ☸️,2532,830,FALSE,1,14,0,0,7139,"ගමිපහ ඇවිදීමේ මංතීරුවේ ගස් කපා දමා යකා නටලා– https://t.co/xTLzVV87Euමේකේ සමහරු කියනවා දැක්කා ගස් කපන්නේ නැත්තන් ලී මෝල් වහන්න වෙයි.ඇයි ඕගොල්ලොන්ගේ ගෙවල්වල ලී බඩු නැද්ද ගගා
අයියෝ ඕගොල්ලන්ගේ බුද්ධි මට්ටම ගැන දුක් වෙන්න.
හද පෙන්නුවාම ඇගිල්ල බලන්න එපා.
අපි කවුරුත් දන්නවනේ රටේ වෙන දේ.",1.38E+18,proud_Buddhist1
2019-10-22 08:53:37+00:00,E,2021-04-02 09:21:50+00:00,Deshan Lasitha,687,352,FALSE,-1,0,0,0,12001,@pdsiriwardana @PLalindra මම අහන්නේ කෝ අර හිටපු බුද්ධි අංශය. 😂,1.38E+18,deshanlasitha7
2019-10-22 08:53:37+00:00,E,2021-04-02 12:00:17+00:00,Deshan Lasitha,687,352,FALSE,-1,3,2,0,12001,@udara_grero @PLalindra සර්ගේ බුද්ධි අං ශ නිදාගෙනද https://t.co/brAeb9okgG,1.38E+18,deshanlasitha7
2015-08-06 13:02:07+00:00,E,2021-04-02 22:54:28+00:00,M. J. J. Namal Dias,5187,3774,FALSE,-1,2,1,0,21742,@praveenabeysin2 @SKathriarachc @praveenabeysin2 ජේසුගේ සමීපතමයන් වෙච්ච ගෝලයො දොළොස්දෙනාව කලින් ඉඳන්ම මේ ගැන ජේසු දැනුවත් කරලා තිබුණෙ. ඒත් ඒ සිදුවීම් වුණාට පස්සෙත් ඒ අයට ඒක හිතාගන්න බැරි වුණා. කොහොම වුණත් කලින් කියපු විදියටම තුන්වන දවසෙ (පාස්කු ඉරිදා) එතුමා නැවත නැගිටිනවා. (උත්ථාන වෙනවා),1.38E+18,MJJNamalDias
2021-03-16 17:42:01+00:00,E,2021-04-03 03:35:43+00:00,Colombo Guardian,47,0,FALSE,0,0,0,0,2485,පාස්කු ඉරිදා ආරක්ෂාවට 12000 ක පොලිස් හා ත්‍රිවිධ හමුදා බළඇණියක් https://t.co/fi82SqJSjz via @ColomboGuardian,1.38E+18,colomboguardian
2015-05-18 10:51:45+00:00,E,2021-04-03 06:40:21+00:00,ITN News,2007,3,FALSE,0,1,0,0,61737,පාස්කු ඉරිදා දිනය හෙට - කතෝලික දේවස්ථානවලට විශේෂ ආරක්ෂාවක් - Read More &gt;&gt;&gt; https://t.co/S4MAs0KZhX #LKA #SriLanka https://t.co/uIPbGr6YKb,1.38E+18,itnnewslk
2015-02-28 11:40:25+00:00,E,2021-04-03 08:24:44+00:00,프라윈 バンダラ ( Praveen abeysinghe ) 🇱🇰,2078,578,FALSE,-1,2,1,0,14672,"@MJJNamalDias @SKathriarachc ජේසුස් ක්‍රිස්තුන් උට්ථානය වෙන්න කලින් ඉදන් පාස්කුව කියන දේ සමරලා තියෙනවද 🙄
නැත්නං උට්ථානය වුනු දවස පස්සෙ කාලෙක පාස්කු ඉරිදා විදිහට නම් වුනාද 🙄
පාස්කු කියන එකේ තෙරුම මොකක්ද 🙄",1.38E+18,praveenabeysin2
2020-01-23 19:14:30+00:00,E,2021-04-03 11:41:48+00:00,Darshana V.P. Dias,122,845,FALSE,-1,1,0,0,907,@srijudge1 එතකොට මේ නාථ්‍ය නිර්මාණයත් සහරාන් කීව දේද කියන්නෙ 😉 https://t.co/UadDyyCLAK,1.38E+18,DarshanaVPDias1
2021-02-19 12:04:02+00:00,E,2021-04-03 12:05:09+00:00,Colombo24,23,39,FALSE,1,0,0,0,3490,"ප්‍රධාන මාධ්‍ය නාලිකාවක් සමඟ විපක්ෂය වැඩ අරඹයි – පාස්කු ඉරිදා මාධ්‍ය මෙහෙයුමක සැලසුමක් එලියට
https://t.co/sEC6imerVC https://t.co/ONiQDcboAP",1.38E+18,Colombo24LK
2013-04-22 11:24:18+00:00,E,2021-04-04 02:13:03+00:00,Asian Mirror Sinhala,748,43,FALSE,0,1,0,0,21797,පාස්කු ඉරිදා දිනය අදයි https://t.co/eF0j3z03ij https://t.co/ohKaK3ll4J,1.38E+18,asianmirrorsin
2015-11-02 06:38:04+00:00,E,2021-04-04 03:08:26+00:00,SLBC News,110,211,FALSE,0,0,0,0,8337,එම ප්‍රහාරයට වගකිව යුත්තන්ට කිසිදා නීතියෙන් ගැලවිය නොහැකි බව පාස්කු ඉරිදා ජනාධිපතිතුමාගෙන් හා අගමැතිතුමාගෙන් සහතිකයක් - SLBC News ( Sinhala ) https://t.co/hlI4SQnItJ via @SLBCnewslk https://t.co/xUQ11ryAui,1.38E+18,SLBCnewslk
2015-11-02 06:38:04+00:00,E,2021-04-04 03:10:41+00:00,SLBC News,110,211,FALSE,0,0,0,0,8337,පාස්කු ඉරිදා ප්‍රහාර විමර්ශන ජනාධිපති කොමිසමේ නිර්දේශ සලකා බැලු ඇමති අනුකමිටු වාර්තාව ජනාධිපතිතුමාට භාරදීම හෙට - SLBC News ( Sinhala ) https://t.co/9nGhavQYo5 via @SLBCnewslk https://t.co/hl0MMCZRof,1.38E+18,SLBCnewslk
2021-02-19 12:04:02+00:00,E,2021-04-04 03:14:28+00:00,Colombo24,23,39,FALSE,0,0,0,0,3490,"පාස්කු ඉරිදා අදයි
https://t.co/ICMMqg8PYz https://t.co/hVSApS0H6K",1.38E+18,Colombo24LK
2015-09-01 09:28:56+00:00,E,2021-04-04 05:06:33+00:00,Mayantha Dissanayake,1937,271,TRUE,0,6,0,4,602,"පාස්කු ඉරිදා යනු ලොව පුරා කිතුනුවන් අතර වඩාත් උත්සවශ්‍රීයෙන් සමරන්නකි. එය කිතුනුවන් ලියා ඇති පරිදි යේසුස් ක්‍රිස්තුස් වහන්සේ මරණයෙන් උත්ථාන වීම සිහිපත් කරයි ...

Celebrate this #Easter with a heart filled with love and peace. Have a blessed Easter! https://t.co/QdDZgfNfz6",1.38E+18,MayanthaD
2010-08-28 04:54:46+00:00,E,2021-04-04 06:17:27+00:00,Ada Derana Sinhala,110118,9,FALSE,0,9,1,0,117430,"පාස්කු වාර්තාව පිළිබඳ විවාදය නැවතත් 7වනදා

2019 අප්‍රේල් 21 දින එල්ල වූ පාස්කු ප්‍රහාරය පිළිබඳව පරීක්ෂණ පැවැත්වූ ජනාධිපති විමර්ශන කොමිෂන් සභාවේ...
#adaderanasinhala #lka #slnews  #slcovid19 #srilank 

වැඩි විස්තර - https://t.co/grM0Hrhj9v https://t.co/QhZDDgyRv9",1.38E+18,adaderanasin
2013-02-28 17:40:45+00:00,E,2021-04-04 06:22:00+00:00,Sapumal Jayathilaka,669,1599,FALSE,1,0,1,0,24659,"දප්පුලගේ සමයං සමග සාලි අත්අඩංගුවට ගැනීම ගෝඨාණ්ඩුවට 'බැක් ෆයර්' වූ හැටි..!
හිටපු බුද්ධි නිලධාරී කීර්ති රත්නායක හෙළිකරයි

https://t.co/qxRQa915Ee",1.38E+18,Sapumal_Jaya
2013-02-28 17:40:45+00:00,E,2021-04-04 06:26:33+00:00,Sapumal Jayathilaka,669,1599,FALSE,1,1,4,0,24659,"පාස්කු ප්‍රහාර  ජනාධිපති විමර්ශන කොමිසම අසාත් සාලිට එල්ල කොට ඇති ප්‍රධානම චෝදනාව, 2018 දෙසැම්බර් මාසයෙදී මාවනැල්ලෙන් සහ වනාතවිල්ලුවෙන් අත් අඩංගුවට ගත් මුස්ලිම් තරුණයන් නිදහස් කිරීමට බල පෑම් එල්ල කිරීම ය. කෙසේ වුවද  ඒ සම්බන්ධව අසාත් සාලි ලබාදී ඇති කටඋත්තරයෙන්  ගෝඨාණ්ඩුව දුෂ්කර",1.38E+18,Sapumal_Jaya
